TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory,tox10,tox50,tox500,tox2000
TOX-5574,TEPP,diethoxyphosphoryl diethyl phosphate,7873,CCOP(=O)(OCC)OP(=O)(OCC)OCC,IDCBOTIENDVCBQ-UHFFFAOYSA-N,3.560012267,0,<10,1,1,1,1
TOX-5843,propoxur,(2-propan-2-yloxyphenyl) N-methylcarbamate,4944,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,9.579771083,0,<10,1,1,1,1
TOX-5853,endosulfan,"1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",3224,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N,32.99764826,1,10-50,0,1,1,1
TOX-5868,FENSULFOTHION,diethoxy-(4-methylsulfinylphenoxy)-sulfanylidene-lambda5-phosphane,8292,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,XDNBJTQLKCIJBV-UHFFFAOYSA-N,0.747094476,0,<10,1,1,1,1
TOX-5878,,[(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,2086,CNC(=O)ON=CC(C)(C)SC,QGLZXHRNAYXIBU-UHFFFAOYSA-N,3.40003574,0,<10,1,1,1,1
TOX-6038,FENITROTHION,dimethoxy-(3-methyl-4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,31200,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,1190.008584,3,500-2000,0,0,0,1
TOX-6375,,[4-(dimethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate,8854,COP(=O)(OC)OC(C)=CC(=O)N(C)C,VEENJGZXVHKXNB-UHFFFAOYSA-N,4.139965091,0,<10,1,1,1,1
TOX-6414,SODIUM CYANIDE,sodium;cyanide,8929,N#C[Na],MNWBNISUBARLIT-UHFFFAOYSA-N,2.499948987,0,<10,1,1,1,1
TOX-6576,ISOBENZAN,"1,3,5,7,8,9,10,10-octachloro-4-oxatricyclo[5.2.1.02,6]dec-8-ene",9271,ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,LRWHHSXTGZSMSN-UHFFFAOYSA-N,1.799763936,0,<10,1,1,1,1
TOX-6577,Thionazin,diethoxy-pyrazin-2-yloxy-sulfanylidene-lambda5-phosphane,9272,CCOP(=S)(OCC)Oc1cnccn1,IRVDMKJLOCGUBJ-UHFFFAOYSA-N,1.679972929,0,<10,1,1,1,1
TOX-6578,,dimethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,4130,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,RLBIQVVOMOPOHC-UHFFFAOYSA-N,9.999962012,0,<10,1,1,1,1
TOX-6579,phorate,diethoxy-(ethylsulfanylmethylsulfanyl)-sulfanylidene-lambda5-phosphane,4790,CCOP(=S)(OCC)SCSCC,BULVZWIRKLYCBC-UHFFFAOYSA-N,0.600032259,0,<10,1,1,1,1
TOX-6581,disulfoton,diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane,3118,CCOP(=S)(OCC)SCCSCC,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,6.499692071,0,<10,1,1,1,1
TOX-6595,naled,"(1,2-dibromo-2,2-dichloroethyl) dimethyl phosphate",4420,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,BUYMVQAILCEWRR-UHFFFAOYSA-N,51.99945376,2,50-500,0,0,1,1
TOX-6599,,1-dimethoxyphosphorylsulfanyl-2-ethylsulfinylethane,4618,CCS(=O)CCSP(=O)(OC)OC,PMCVMORKVPSKHZ-UHFFFAOYSA-N,54.00219253,2,50-500,0,0,1,1
TOX-6611,,"2-[(5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl)amino]-3-phenylpropanoic acid",4580,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,RWQKHEORZBHNRI-UHFFFAOYSA-N,0.499977713,0,<10,1,1,1,1
TOX-6659,Mexacarbate,"[4-(dimethylamino)-3,5-dimethylphenyl] N-methylcarbamate",9414,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,YNEVBPNZHBAYOA-UHFFFAOYSA-N,2.99989203,0,<10,1,1,1,1
TOX-6692,Trichloronat,"ethoxy-ethyl-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane",9477,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,ANIAQSUBRGXWLS-UHFFFAOYSA-N,11.99985612,1,10-50,0,1,1,1
TOX-6734,diazinon,diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-lambda5-phosphane,3017,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,FHIVAFMUCKRCQO-UHFFFAOYSA-N,3.499976997,0,<10,1,1,1,1
TOX-6941,Iodophthalein,"3,3-bis(4-hydroxy-3,5-diiodophenyl)-2-benzofuran-1-one",67846,O=C1OC(c2cc(I)c(O)c(I)c2)(c2cc(I)c(O)c(I)c2)c2ccccc21,FWQKRBDABCRWKV-UHFFFAOYSA-N,79.19884361,2,50-500,0,0,1,1
TOX-7808,METHYL ISOTHIOCYANATE,methylimino(sulfanylidene)methane,11167,CN=C=S,LGDSHSYDSCRFAB-UHFFFAOYSA-N,136.0000001,2,50-500,0,0,1,1
TOX-8509,CARBANOLATE,"(2-chloro-4,5-dimethylphenyl) N-methylcarbamate",522251,CNC(=O)Oc1cc(C)c(C)cc1Cl,QRTXZGIQTYDABO-UHFFFAOYSA-N,2.399955069,0,<10,1,1,1,1
TOX-8740,Phosmet,"2-(dimethoxyphosphinothioylsulfanylmethyl)isoindole-1,3-dione",12901,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,LMNZTLDVJIUSHT-UHFFFAOYSA-N,1829.838526,3,500-2000,0,0,0,1
TOX-9390,PHENCYCLIDINE,1-(1-phenylcyclohexyl)piperidine,6468,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,75.0018488,2,50-500,0,0,1,1
TOX-9746,MOBAM,1-benzothiophen-4-yl N-methylcarbamate,14119,CNC(=O)Oc1cccc2sccc12,BOTUVXISJHKZKJ-UHFFFAOYSA-N,1129.97819,3,500-2000,0,0,0,1
TOX-10017,,"11-methoxy-6,8,16,20-tetraoxapentacyclo[10.8.0.02,9.03,7.013,18]icosa-1,4,9,11,13(18)-pentaene-17,19-dione",14421,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,XWIYFDMXXLINPU-UHFFFAOYSA-N,0.784985653,0,<10,1,1,1,1
TOX-10225,carbofuran,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",2566,CNC(=O)Oc1cccc2c1OC(C)(C)C2,DUEPRVBVGDRKAG-UHFFFAOYSA-N,0.414988746,0,<10,1,1,1,1
TOX-10354,ALDICARB SULFONE,[(2-methyl-2-methylsulfonylpropylidene)amino] N-methylcarbamate,15438,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,YRRKLBAKDXSTNC-UHFFFAOYSA-N,33.49909566,1,10-50,0,1,1,1
TOX-10420,BROMOXYNIL,"3,5-dibromo-4-hydroxybenzonitrile",15531,N#Cc1cc(Br)c(O)c(Br)c1,UPMXNNIRAGDFEH-UHFFFAOYSA-N,199.9963886,2,50-500,0,0,1,1
TOX-10440,CLOPYRALID,"3,6-dichloropyridine-2-carboxylic acid",15553,O=C(O)c1nc(Cl)ccc1Cl,HUBANNPOLNYSAD-UHFFFAOYSA-N,1464.99237,3,500-2000,0,0,0,1
TOX-10538,AKTON,"[2-chloro-1-(2,5-dichlorophenyl)ethenoxy]-diethoxy-sulfanylidene-lambda5-phosphane",15649,CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,QCKIOHMRUZJYQZ-UHFFFAOYSA-N,1999.781708,3,500-2000,0,0,0,1
TOX-10696,benfluralin,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",2319,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],SMDHCQAYESWHAE-UHFFFAOYSA-N,1999.988069,3,500-2000,0,0,0,1
TOX-10835,PICLORAM,"4-amino-3,5,6-trichloropyridine-2-carboxylic acid",15965,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,NQQVFXUMIDALNH-UHFFFAOYSA-N,2000.323035,4,>2000,0,0,0,0
TOX-10839,propachlor,2-chloro-N-phenyl-N-propan-2-ylacetamide,4931,CC(C)N(C(=O)CCl)c1ccccc1,MFOUDYKPLGXPGO-UHFFFAOYSA-N,511.9951628,3,500-2000,0,0,0,1
TOX-11081,AMINOCARB,[4-(dimethylamino)-3-methylphenyl] N-methylcarbamate,16247,CNC(=O)Oc1ccc(N(C)C)c(C)c1,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,22.99988958,1,10-50,0,1,1,1
TOX-11082,METHIOCARB,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",16248,CNC(=O)Oc1cc(C)c(SC)c(C)c1,YFBPRJGDJKVWAH-UHFFFAOYSA-N,12.9998269,1,10-50,0,1,1,1
TOX-11234,,ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidene-lambda5-phosphane,16421,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,AIGRXSNSLVJMEA-UHFFFAOYSA-N,2.999999999,0,<10,1,1,1,1
TOX-11468,,[bis(phosphonomethyl)amino]methylphosphonic acid,16698,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,YDONNITUKPKTIG-UHFFFAOYSA-N,2510.008393,4,>2000,0,0,0,0
TOX-11557,Phenylmercuriurea,(carbamoylamino)-phenylmercury,16783,NC(=O)N[Hg]c1ccccc1,UNQDVBLGFWIFGX-UHFFFAOYSA-M,1999.976242,3,500-2000,0,0,0,1
TOX-11828,PROMECARB,(3-methyl-5-propan-2-ylphenyl) N-methylcarbamate,17516,CNC(=O)Oc1cc(C)cc(C(C)C)c1,DTAPQAJKAFRNJB-UHFFFAOYSA-N,3.499949342,0,<10,1,1,1,1
TOX-11896,CHLORONEB,"1,4-dichloro-2,5-dimethoxybenzene",17581,COc1cc(Cl)c(OC)cc1Cl,PFIADAMVCJPXSF-UHFFFAOYSA-N,4999.855106,4,>2000,0,0,0,0
TOX-11906,,"(3,4,5-trimethylphenyl) N-methylcarbamate",17592,CNC(=O)Oc1cc(C)c(C)c(C)c1,AUQAUAIUNJIIEP-UHFFFAOYSA-N,21.99931695,1,10-50,0,1,1,1
TOX-12136,,"N-[ethoxy-(2,4,5-trichlorophenoxy)phosphoryl]ethanamine",76117,CCNP(=O)(OCC)Oc1cc(Cl)c(Cl)cc1Cl,PMWRWPFHACHCIJ-UHFFFAOYSA-N,74.98849796,2,50-500,0,0,1,1
TOX-12260,chlorpyrifos,"diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane",2730,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,76.00195097,2,50-500,0,0,1,1
TOX-12699,temephos,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,5392,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,WWJZWCUNLNYYAU-UHFFFAOYSA-N,79.00355645,2,50-500,0,0,1,1
TOX-14431,Ditalimfos,"2-diethoxyphosphinothioylisoindole-1,3-dione",21207,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,MTBZIGHNGSTDJV-UHFFFAOYSA-N,17399.53489,4,>2000,0,0,0,0
TOX-16424,,dimethyl [4-(methylamino)-4-oxobut-2-en-2-yl] phosphate,23353,CNC(=O)C=C(C)OP(=O)(OC)OC,KRTSDMXIXPKRQR-UHFFFAOYSA-N,3.359924718,0,<10,1,1,1,1
TOX-16748,Aflatoxin B2 alpha,"11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,9,11,13(17)-tetraene-16,18-dione",23648,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2,WWSYXEZEXMQWHT-UHFFFAOYSA-N,1.699983773,0,<10,1,1,1,1
TOX-16772,,"11-methoxy-6,8,16,20-tetraoxapentacyclo[10.8.0.02,9.03,7.013,18]icosa-1,9,11,13(18)-tetraene-17,19-dione",23670,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,WPCVRWVBBXIRMA-UHFFFAOYSA-N,2.449985167,0,<10,1,1,1,1
TOX-17141,cis-Mevinphos,methyl 3-dimethoxyphosphoryloxybut-2-enoate,9560,COC(=O)C=C(C)OP(=O)(OC)OC,GEPDYQSQVLXLEU-UHFFFAOYSA-N,4.600020522,0,<10,1,1,1,1
TOX-17331,,"1-ethenoxy-2,6,8-trimethylnonane",25002,C=COCC(C)CCCC(C)CC(C)C,SSOZLSNWPFIHKP-UHFFFAOYSA-N,1999.93408,3,500-2000,0,0,0,1
TOX-17452,Dialifos,"2-(2-chloro-1-diethoxyphosphinothioylsulfanylethyl)isoindole-1,3-dione",25146,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,MUMQYXACQUZOFP-UHFFFAOYSA-N,939.8711196,3,500-2000,0,0,0,1
TOX-17849,chlordane,"1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",5993,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,BIWJNBZANLAXMG-UHFFFAOYSA-N,1200.05271,3,500-2000,0,0,0,1
TOX-18051,,[3-chloro-4-(diethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate,25750,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,RGCLLPNLLBQHPF-UHFFFAOYSA-N,3.099989656,0,<10,1,1,1,1
TOX-18067,Ethoprophos,1-[ethoxy(propylsulfanyl)phosphoryl]sulfanylpropane,3289,CCCSP(=O)(OCC)SCCC,VJYFKVYYMZPMAB-UHFFFAOYSA-N,1.259760837,0,<10,1,1,1,1
TOX-18353,Iminoctadine,2-[8-[8-(diaminomethylideneamino)octylamino]octyl]guanidine,3526,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N,RONFGUROBZGJKP-UHFFFAOYSA-N,985.0692545,3,500-2000,0,0,0,1
TOX-18965,,(4-methylsulfanyl-3-propan-2-ylphenyl) N-methylcarbamate,26606,CNC(=O)Oc1ccc(SC)c(C(C)C)c1,COEYNUSLWGVZRD-UHFFFAOYSA-N,7.500000005,0,<10,1,1,1,1
TOX-19932,Glucochloralose,"1-[6-hydroxy-2-(trichloromethyl)-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol",85991,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,OJYGBLRPYBAHRT-UHFFFAOYSA-N,41.99606501,1,10-50,0,1,1,1
TOX-22411,OXADIAZON,"5-tert-butyl-3-(2,4-dichloro-5-propan-2-yloxyphenyl)-1,3,4-oxadiazol-2-one",29732,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N,999.9246877,3,500-2000,0,0,0,1
TOX-23962,,"1,3-benzothiazol-2-ylsulfanylmethyl thiocyanate",30692,N#CSCSc1nc2ccccc2s1,TUBQDCKAWGHZPF-UHFFFAOYSA-N,1310.208842,3,500-2000,0,0,0,1
TOX-24091,CYANAZINE,"2-[[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino]-2-methylpropanenitrile",30773,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,MZZBPDKVEFVLFF-UHFFFAOYSA-N,1999.933527,3,500-2000,0,0,0,1
TOX-24294,,[bis[2-[bis(phosphonomethyl)amino]ethyl]amino]methylphosphonic acid,85128,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,DUYCTCQXNHFCSJ-UHFFFAOYSA-N,2510.004376,4,>2000,0,0,0,0
TOX-24414,FENAMIPHOS,N-[ethoxy-(3-methyl-4-methylsulfanylphenoxy)phosphoryl]propan-2-amine,31070,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,ZCJPOPBZHLUFHF-UHFFFAOYSA-N,1.67997785,0,<10,1,1,1,1
TOX-24428,Tetrachlorvinphos,"[2-chloro-1-(2,4,5-trichlorophenyl)ethenyl] dimethyl phosphate",13745,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,UBCKGWBNUIFUST-UHFFFAOYSA-N,2000.196741,4,>2000,0,0,0,0
TOX-24880,PIRIMICARB,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",31645,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,YFGYUFNIOHWBOB-UHFFFAOYSA-N,17.19992782,1,10-50,0,1,1,1
TOX-24909,OXAMYL,methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,31657,CNC(=O)ON=C(SC)C(=O)N(C)C,KZAUOCCYDRDERY-UHFFFAOYSA-N,2.599928854,0,<10,1,1,1,1
TOX-25090,FORMETANATE,[3-(dimethylaminomethylideneamino)phenyl] N-methylcarbamate,31099,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,RMFNNCGOSPBBAD-UHFFFAOYSA-N,12.0,1,10-50,0,1,1,1
TOX-25169,Pirimiphos-ethyl,"4-diethoxyphosphinothioyloxy-N,N-diethyl-6-methylpyrimidin-2-amine",31957,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,TZBPRYIIJAJUOY-UHFFFAOYSA-N,2.499970006,0,<10,1,1,1,1
TOX-25380,Propyzamide,"3,5-dichloro-N-(2-methylbut-3-yn-2-yl)benzamide",32154,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,PHNUZKMIPFFYSO-UHFFFAOYSA-N,13999.34409,4,>2000,0,0,0,0
TOX-26122,Bentazone,"2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2328,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,14999.75029,4,>2000,0,0,0,0
TOX-26123,Benazolin-ethyl,"ethyl 2-(4-chloro-2-oxo-1,3-benzothiazol-3-yl)acetate",3034351,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,WQRCEBAZAUAUQC-UHFFFAOYSA-N,2999.944795,4,>2000,0,0,0,0
TOX-27480,THIOBENCARB,"S-[(4-chlorophenyl)methyl] N,N-diethylcarbamothioate",34192,CCN(CC)C(=O)SCc1ccc(Cl)cc1,QHTQREMOGMZHJV-UHFFFAOYSA-N,9999.767243,4,>2000,0,0,0,0
