TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory,tox10,tox50,tox500,tox2000
TOX-1581,Spartioidine,"4-ethylidene-7-hydroxy-7-methyl-6-methylidene-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",521227,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,FCEVNJIUIMLVML-UHFFFAOYSA-N,150.0071989,2,50-500,0,0,1,1
TOX-1585,Aritmina,"13-ethyl-8-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",2073,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,CJDRUOGAGYHKKD-UHFFFAOYSA-N,237.0781453,2,50-500,0,0,1,1
TOX-1586,Crotaline,"5,6-dihydroxy-4,5,6-trimethyl-2,8-dioxa-13-azatricyclo[8.5.1.013,16]hexadec-10-ene-3,7-dione",4246,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,QVCMHGGNRFRMAD-UHFFFAOYSA-N,165.9994899,2,50-500,0,0,1,1
TOX-1595,NORDIHYDROGUAIARETIC ACID,"4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",4534,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,HCZKYJDFEPMADG-UHFFFAOYSA-N,2000.198434,4,>2000,0,0,0,0
TOX-1597,Febrifugine,3-[3-(3-hydroxypiperidin-2-yl)-2-oxopropyl]quinazolin-4-one,115723,O=C(CC1NCCCC1O)Cn1cnc2ccccc2c1=O,FWVHWDSCPKXMDB-UHFFFAOYSA-N,2.617198357,0,<10,1,1,1,1
TOX-1606,,"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol",1071,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,1510.216122,3,500-2000,0,0,0,1
TOX-1611,,"5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",4840,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW-UHFFFAOYSA-N,329.9965306,2,50-500,0,0,1,1
TOX-1614,Rhein,"4,5-dihydroxy-9,10-dioxoanthracene-2-carboxylic acid",10168,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,FCDLCPWAQCPTKC-UHFFFAOYSA-N,4999.947222,4,>2000,0,0,0,0
TOX-1616,,"12,14-dihydroxy-1,9-dimethyl-4-methylidene-6,13-dioxatricyclo[8.4.0.03,7]tetradecan-5-one",107943,C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12,PYINVOHSOZSEPB-UHFFFAOYSA-N,149.9968125,2,50-500,0,0,1,1
TOX-1617,,"octadeca-9,12-dienoic acid",3931,CCCCCC=CCC=CCCCCCCCC(=O)O,OYHQOLUKZRVURQ-UHFFFAOYSA-N,49990.72927,4,>2000,0,0,0,0
TOX-1630,Helenalin extract,"9-hydroxy-5,8a-dimethyl-1-methylidene-3a,4,5,5a,9,9a-hexahydroazuleno[6,7-b]furan-2,8-dione",52167,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,ZVLOPMNVFLSSAA-UHFFFAOYSA-N,149.9971407,2,50-500,0,0,1,1
TOX-1633,,"4-(3-ethenyl-3,7-dimethylocta-1,6-dienyl)phenol",500216,C=CC(C)(C=Cc1ccc(O)cc1)CCC=C(C)C,LFYJSSARVMHQJB-UHFFFAOYSA-N,2560.109834,4,>2000,0,0,0,0
TOX-1642,,"3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione",5156,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,XJHDMGJURBVLLE-UHFFFAOYSA-N,899.9780759,3,500-2000,0,0,0,1
TOX-1645,danthron,"1,8-dihydroxyanthracene-9,10-dione",2950,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,QBPFLULOKWLNNW-UHFFFAOYSA-N,6999.883438,4,>2000,0,0,0,0
TOX-1648,arecoline,"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate",2230,COC(=O)C1=CCCN(C)C1,HJJPJSXJAXAIPN-UHFFFAOYSA-N,574.4303544,3,500-2000,0,0,0,1
TOX-1652,Dihydrokavain,"4-methoxy-2-(2-phenylethyl)-2,3-dihydropyran-6-one",98356,COC1=CC(=O)OC(CCc2ccccc2)C1,VOOYTQRREPYRIW-UHFFFAOYSA-N,919.9643539,3,500-2000,0,0,0,1
TOX-1654,kavain,"4-methoxy-2-(2-phenylethenyl)-2,3-dihydropyran-6-one",10376,COC1=CC(=O)OC(C=Cc2ccccc2)C1,XEAQIWGXBXCYFX-UHFFFAOYSA-N,1129.985278,3,500-2000,0,0,0,1
TOX-1662,Allosecurinin,"14-oxa-7-azatetracyclo[6.6.1.01,11.02,7]pentadeca-9,11-dien-13-one",267769,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,SWZMSZQQJRKFBP-UHFFFAOYSA-N,269.9900586,2,50-500,0,0,1,1
TOX-1663,Bergapten,"4-methoxyfuro[3,2-g]chromen-7-one",2355,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,8099.925073,4,>2000,0,0,0,0
TOX-1666,,3-ethyl-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one,4819,CCC1C(=O)OCC1Cc1cncn1C,QCHFTSOMWOSFHM-UHFFFAOYSA-N,154.2717454,2,50-500,0,0,1,1
TOX-1667,,"1,2,4-trimethoxy-5-prop-1-enylbenzene",17903,CC=Cc1cc(OC)c(OC)cc1OC,RKFAZBXYICVSKP-UHFFFAOYSA-N,417.9859502,2,50-500,0,0,1,1
TOX-1672,Plumbagin,"5-hydroxy-2-methylnaphthalene-1,4-dione",10205,CC1=CC(=O)c2c(O)cccc2C1=O,VCMMXZQDRFWYSE-UHFFFAOYSA-N,15.99982996,1,10-50,0,1,1,1
TOX-1674,,1-isothiocyanatonaphthalene,11080,S=C=Nc1cccc2ccccc12,JBDOSUUXMYMWQH-UHFFFAOYSA-N,104.9994332,2,50-500,0,0,1,1
TOX-1680,,2-(methylamino)-1-phenylpropan-1-ol,5032,CNC(C)C(O)c1ccccc1,KWGRBVOPPLSCSI-UHFFFAOYSA-N,496.024043,2,50-500,0,0,1,1
TOX-1681,eugenol,2-methoxy-4-prop-2-enylphenol,3314,C=CCc1ccc(O)c(OC)c1,RRAFCDWBNXTKKO-UHFFFAOYSA-N,2999.926917,4,>2000,0,0,0,0
TOX-1683,,2-acetamido-3-sulfanylpropanoic acid,581,CC(=O)NC(CS)C(=O)O,PWKSKIMOESPYIA-UHFFFAOYSA-N,4400.053919,4,>2000,0,0,0,0
TOX-1685,MENTHOL,5-methyl-2-propan-2-ylcyclohexan-1-ol,1254,CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-UHFFFAOYSA-N,3353.362095,4,>2000,0,0,0,0
TOX-1693,camphor,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",2537,CC12CCC(CC1=O)C2(C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,1309.939766,3,500-2000,0,0,0,1
TOX-1694,Citral,"3,7-dimethylocta-2,6-dienal",8843,CC(C)=CCCC(C)=CC=O,WTEVQBCEXWBHNA-UHFFFAOYSA-N,5999.724111,4,>2000,0,0,0,0
TOX-1695,vanillin,4-hydroxy-3-methoxybenzaldehyde,1183,COc1cc(C=O)ccc1O,MWOOGOJBHIARFG-UHFFFAOYSA-N,3925.025799,4,>2000,0,0,0,0
TOX-1698,,chromen-2-one,323,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,195.9932944,2,50-500,0,0,1,1
TOX-1703,salicylic acid,2-hydroxybenzoic acid,338,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,509.1095101,3,500-2000,0,0,0,1
TOX-1704,LIMONENE,1-methyl-4-prop-1-en-2-ylcyclohexene,22311,C=C(C)C1CC=C(C)CC1,XMGQYMWWDOXHJM-UHFFFAOYSA-N,5599.67117,4,>2000,0,0,0,0
TOX-1705,naphthalene,naphthalene,931,c1ccc2ccccc2c1,UFWIBTONFRDIAS-UHFFFAOYSA-N,315.9901385,2,50-500,0,0,1,1
TOX-1706,pyrogallol,"benzene-1,2,3-triol",1057,Oc1cccc(O)c1O,WQGWDDDVZFFDIG-UHFFFAOYSA-N,299.997621,2,50-500,0,0,1,1
TOX-1708,Valeric acid,pentanoic acid,7991,CCCCC(=O)O,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,599.9823765,3,500-2000,0,0,0,1
TOX-1709,,3-methylbut-2-enoic acid,10931,CC(C)=CC(=O)O,YYPNJNDODFVZLE-UHFFFAOYSA-N,2580.077307,4,>2000,0,0,0,0
TOX-1710,,"1,3-dinitrobenzene",7452,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,WDCYWAQPCXBPJA-UHFFFAOYSA-N,74.70088863,2,50-500,0,0,1,1
TOX-1712,,"2-methyl-1,3,5-trinitrobenzene",8376,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],SPSSULHKWOKEEL-UHFFFAOYSA-N,659.9941877,3,500-2000,0,0,0,1
TOX-1713,,"2,4-dinitrophenol",1493,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,UFBJCMHMOXMLKC-UHFFFAOYSA-N,45.00073322,1,10-50,0,1,1,1
TOX-1714,,N-(9H-fluoren-2-yl)acetamide,5897,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,CZIHNRWJTSTCEX-UHFFFAOYSA-N,809.9818612,3,500-2000,0,0,0,1
TOX-1716,,2-ethoxyethanol,8076,CCOCCO,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,2450.945606,4,>2000,0,0,0,0
TOX-1721,acemetacin,2-[2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetyl]oxyacetic acid,1981,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,18.41871538,1,10-50,0,1,1,1
TOX-1723,acetohexamide,1-(4-acetylphenyl)sulfonyl-3-cyclohexylurea,1989,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,VGZSUPCWNCWDAN-UHFFFAOYSA-N,2499.984589,4,>2000,0,0,0,0
TOX-1724,ACETONE CYANOHYDRIN,2-hydroxy-2-methylpropanenitrile,6406,CC(C)(O)C#N,MWFMGBPGAXYFAR-UHFFFAOYSA-N,1.89786619,0,<10,1,1,1,1
TOX-1731,AFBI,"11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",14403,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,OQIQSTLJSLGHID-UHFFFAOYSA-N,8.999798257,0,<10,1,1,1,1
TOX-1732,,2-[[1-(3-acetylsulfanyl-2-methylpropanoyl)pyrrolidine-2-carbonyl]amino]-3-phenylpropanoic acid,2077,CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,FHHHOYXPRDYHEZ-UHFFFAOYSA-N,4999.950801,4,>2000,0,0,0,0
TOX-1734,,"[2-(7-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] propanoate",2085,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,DJHCCTTVDRAMEH-UHFFFAOYSA-N,4999.520198,4,>2000,0,0,0,0
TOX-1735,aldrin,"1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",2087,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,25.73036893,1,10-50,0,1,1,1
TOX-1740,amantadine,adamantan-1-amine,2130,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,699.9861165,3,500-2000,0,0,0,1
TOX-1741,Visderm,"[2-(12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl)-2-oxoethyl] acetate",2133,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,ILKJAFIWWBXGDU-UHFFFAOYSA-N,5000.208917,4,>2000,0,0,0,0
TOX-1742,,"6-(azepan-1-ylmethylideneamino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",12877832,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,BWWVAEOLVKTZFQ-UHFFFAOYSA-N,19997.91046,4,>2000,0,0,0,0
TOX-1743,amifostine,2-(3-aminopropylamino)ethylsulfanylphosphonic acid,2141,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,842.0117904,3,500-2000,0,0,0,1
TOX-1744,,6-aminohexanoic acid,564,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,14299.45494,4,>2000,0,0,0,0
TOX-1745,Thiosemicarbazone,N-[4-[(carbamothioylhydrazinylidene)methyl]phenyl]acetamide,2733749,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,SRVJKTDHMYAMHA-UHFFFAOYSA-N,950.0000008,3,500-2000,0,0,0,1
TOX-1746,amitriptyline,"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",2160,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,117.7238329,2,50-500,0,0,1,1
TOX-1747,amlexanox,"2-amino-5-oxo-7-propan-2-ylchromeno[2,3-b]pyridine-3-carboxylic acid",2161,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,SGRYPYWGNKJSDL-UHFFFAOYSA-N,2319.937779,4,>2000,0,0,0,0
TOX-1748,amodiaquine,4-[(7-chloroquinolin-4-yl)amino]-2-(diethylaminomethyl)phenol,2165,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,OVCDSSHSILBFBN-UHFFFAOYSA-N,550.0479115,3,500-2000,0,0,0,1
