TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory,tox10,tox50,tox500,tox2000
TOX-30979,,"5-(6-aminopurin-9-yl)-N-ethyl-3,4-dihydroxyoxolane-2-carboxamide",2868392,CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,JADDQZYHOWSFJD-UHFFFAOYSA-N,4.999870256,0,<10,1,1,1,1
TOX-26463,TIRPATE,"[(2,4-dimethyl-1,3-dithiolan-2-yl)methylideneamino] N-methylcarbamate",33507,CNC(=O)ON=CC1(C)SCC(C)S1,GHFMMRFMDHDOBP-UHFFFAOYSA-N,3.0993915,0,<10,1,1,1,1
TOX-67432,,,6450760,Cn1cccc1/C=N/NC(=S)Nc1ccc(Cl)cc1,WWMPYEZCWUDYBR-DHDCSXOGSA-N,7.518871604,0,<10,1,1,1,1
TOX-67439,,,6450765,Cn1cccc1/C=N/NC(=O)Nc1cccc(Cl)c1,RGKYEMLJECEMKL-DHDCSXOGSA-N,0.499987352,0,<10,1,1,1,1
TOX-57286,,"5-[2-[7a-methyl-1-[7,7,7-trifluoro-6-hydroxy-6-(trifluoromethyl)heptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",3323,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(C(F)(F)F)C(F)(F)F)CC(O)CC1O,XPYGGHVSFMUHLH-UHFFFAOYSA-N,0.055001468,0,<10,1,1,1,1
TOX-67440,,,135789848,COc1ccc(NC(=O)N/N=C/c2ccc[nH]2)cc1,RGVYCXYEOGWDNY-DHDCSXOGSA-N,8.04996883,0,<10,1,1,1,1
TOX-67441,,,6450766,COc1ccc(NC(=O)N/N=C/c2cccn2C)cc1,LKYAEXHCBDHUKL-GDNBJRDFSA-N,0.851974969,0,<10,1,1,1,1
TOX-67443,,,6450768,CCCCOc1ccc(NC(=O)N/N=C/c2cccn2C)cc1,FUTZHENNQQZZGL-AQTBWJFISA-N,0.550019243,0,<10,1,1,1,1
TOX-1731,AFBI,"11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",14403,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,OQIQSTLJSLGHID-UHFFFAOYSA-N,8.999798257,0,<10,1,1,1,1
TOX-1724,ACETONE CYANOHYDRIN,2-hydroxy-2-methylpropanenitrile,6406,CC(C)(O)C#N,MWFMGBPGAXYFAR-UHFFFAOYSA-N,1.89786619,0,<10,1,1,1,1
TOX-67445,,,6450770,CCCCCCCCOc1ccc(NC(=O)N/N=C/c2cccn2C)cc1,MRPINISLXSOSHA-XLNRJJMWSA-N,6.00604863,0,<10,1,1,1,1
TOX-67446,,,6450771,Cn1cccc1/C=N/NC(=O)Nc1ccc([N+](=O)[O-])cc1,OKOIYEAPESBBQZ-ZROIWOOFSA-N,7.505764854,0,<10,1,1,1,1
TOX-67450,,,135789828,O=C(N/N=C/c1ccc[nH]1)Nc1ccccc1,NWTYISUZWFHEEV-ZROIWOOFSA-N,0.184995948,0,<10,1,1,1,1
TOX-73818,,"[5-(3-acetylanilino)-4-amino-3-(dimethylcarbamoylamino)-1,2-dihydroxy-3-(1-hydroxyethyl)-2-methylcyclopentyl]methyl 2-hydroxy-6-methylbenzoate",413861,CC(=O)c1cccc(NC2C(N)C(NC(=O)N(C)C)(C(C)O)C(C)(O)C2(O)COC(=O)c2c(C)cccc2O)c1,WVIUOSJLUCTGFK-UHFFFAOYSA-N,9.999427165,0,<10,1,1,1,1
TOX-26709,HT-2 Toxin,"[2-(acetyloxymethyl)-10,11-dihydroxy-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-yl] 3-methylbutanoate",520286,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,PNKLMTPXERFKEN-UHFFFAOYSA-N,3.80008952,0,<10,1,1,1,1
TOX-54448,,"2-[bis(dimethylamino)phosphoryl]-5-(4-chlorophenyl)-1,2,4-triazol-3-amine",3060547,CN(C)P(=O)(N(C)C)n1nc(-c2ccc(Cl)cc2)nc1N,LUNQNSWPZFTKNH-UHFFFAOYSA-N,9.999878328,0,<10,1,1,1,1
TOX-17196,,2-fluoro-N-methyl-N-(4-nitrophenyl)acetamide,24790,CN(C(=O)CF)c1ccc([N+](=O)[O-])cc1,IKWVBWXAHHTTCR-UHFFFAOYSA-N,10.0,0,<10,1,1,1,1
TOX-1389,,"1,3,6,7-tetrahydroxy-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]xanthen-9-one",5358385,O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,AEDDIBAIWPIIBD-UHFFFAOYSA-N,2.299771276,0,<10,1,1,1,1
TOX-54945,,2-(tert-butylamino)-1-(1H-indol-3-yl)propan-1-one,156923,CC(NC(C)(C)C)C(=O)c1c[nH]c2ccccc12,FDKZRRNAMSHPEL-UHFFFAOYSA-N,0.514983138,0,<10,1,1,1,1
TOX-19271,,"12-hydroxy-17-(1-hydroxyethyl)-5,13,25-trimethylspiro[2,10,16,23-tetraoxatetracyclo[22.2.1.03,8.08,25]heptacosa-4,18,20-triene-26,2'-oxirane]-11,22-dione",500021,CC1=CC2OC3CC4OC(=O)C=CC=CC(C(C)O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1,NSFWWJIQIKBZMJ-UHFFFAOYSA-N,8.999493075,0,<10,1,1,1,1
TOX-55271,,"2-[(12-hydroxy-1,3,11,24,31,41,44-heptamethyl-39-oxo-2,6,10,15,19,25,29,34,38,43,47-undecaoxaundecacyclo[26.22.0.03,26.05,24.07,20.09,18.011,16.030,48.033,46.035,44.037,42]pentaconta-21,40-dien-14-yl)methyl]prop-2-enal",2432,C=C(C=O)CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)CC=CC4OC3CC2O1,LYTCVQQGCSNFJU-UHFFFAOYSA-N,6.600029491,0,<10,1,1,1,1
TOX-4764,Toxoflavin,"1,6-dimethylpyrimido[5,4-e][1,2,4]triazine-5,7-dione",66541,Cn1ncnc2c(=O)n(C)c(=O)nc1-2,SLGRAIAQIAUZAQ-UHFFFAOYSA-N,8.399739078,0,<10,1,1,1,1
TOX-17356,Gitoformate,"[3-[5-(4,5-diformyloxy-6-methyloxan-2-yl)oxy-4-formyloxy-6-methyloxan-2-yl]oxy-6-[[16-formyloxy-14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-4-yl] formate",65598,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,DOMHWKQEPDYUQX-UHFFFAOYSA-N,2.390002593,0,<10,1,1,1,1
TOX-7618,CRIMIDINE,"2-chloro-N,N,6-trimethylpyrimidin-4-amine",10813,Cc1cc(N(C)C)nc(Cl)n1,HJIUPFPIEBPYIE-UHFFFAOYSA-N,1.199993008,0,<10,1,1,1,1
TOX-7078,Methyl fluoroacetate,methyl 2-fluoroacetate,9959,COC(=O)CF,RJBYSQHLLIHSLT-UHFFFAOYSA-N,5.000054305,0,<10,1,1,1,1
TOX-75654,,"2,3,7,8-tetrachlorodibenzo-p-dioxin-1-amine",44158,Nc1c(Cl)c(Cl)cc2c1Oc1cc(Cl)c(Cl)cc1O2,QPIFFXJYQGYVPN-UHFFFAOYSA-N,4.800156687,0,<10,1,1,1,1
TOX-75653,,"2,3,7,8-tetrachloro-1-nitrodibenzo-p-dioxin",44157,O=[N+]([O-])c1c(Cl)c(Cl)cc2c1Oc1cc(Cl)c(Cl)cc1O2,IXSTUEXABKYCLK-UHFFFAOYSA-N,2.000158049,0,<10,1,1,1,1
TOX-77236,,"2-cyano-3-(7-methyl-5-methylsulfanyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl)propanamide",74329413,CSc1[nH]c2cccc3c2c1CC1C3CC(CC(C#N)C(N)=O)CN1C,VSHPBUBIILYPDE-UHFFFAOYSA-N,6.199899051,0,<10,1,1,1,1
TOX-29418,Lipoxamycin,"2-amino-N,3-dihydroxy-N-(14-methyl-3,10-dioxopentadecyl)propanamide",3400356,CC(C)CCCC(=O)CCCCCCC(=O)CCN(O)C(=O)C(N)CO,ILLOYMPJYAVZKU-UHFFFAOYSA-N,9.999838937,0,<10,1,1,1,1
TOX-8506,TETRACYANOETHYLENE,"ethene-1,1,2,2-tetracarbonitrile",12635,N#CC(C#N)=C(C#N)C#N,NLDYACGHTUPAQU-UHFFFAOYSA-N,4.999843868,0,<10,1,1,1,1
TOX-14149,acetyl diethyl phosphate,diethoxyphosphoryl acetate,18353,CCOP(=O)(OCC)OC(C)=O,YZXXMUJJCMUTCG-UHFFFAOYSA-N,2.000010197,0,<10,1,1,1,1
TOX-6479,POTASSIUM CYANIDE,potassium;cyanide,9032,N#C[K],NNFCIKHAZHQZJG-UHFFFAOYSA-N,8.499999996,0,<10,1,1,1,1
TOX-13978,,"trimethyl-[(2-methyl-1,3-dioxolan-4-yl)methyl]azanium",20411,CC1OCC(C[N+](C)(C)C)O1,COSSAOQSSXDIQW-UHFFFAOYSA-N,4.999781574,0,<10,1,1,1,1
TOX-6632,Oxophenarsine,2-amino-4-arsorosophenol,10845,Nc1cc([As]=O)ccc1O,KVGGQNNGLOIZSK-UHFFFAOYSA-N,0.109999447,0,<10,1,1,1,1
TOX-34785,,"5-(6-aminopurin-9-yl)-N-cyclopropyl-3,4-dihydroxyoxolane-2-carboxamide",1761,Nc1ncnc2c1ncn2C1OC(C(=O)NC2CC2)C(O)C1O,MYNRELUCFAQMFC-UHFFFAOYSA-N,4.999859514,0,<10,1,1,1,1
TOX-13370,,"17-(2,6-dihydroxy-6-methyl-3-oxohept-4-en-2-yl)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",2886,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,SRPHMISUTWFFKJ-UHFFFAOYSA-N,5.000241929,0,<10,1,1,1,1
TOX-55862,,"6,9,11-trihydroxy-9-(2-hydroxyacetyl)-7-(5-hydroxy-6-methyl-4-morpholin-4-yloxan-2-yl)oxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",434683,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,SXCIMUIAZXOVIR-UHFFFAOYSA-N,0.499986962,0,<10,1,1,1,1
TOX-2398,,"2,3,7,8-tetrachlorodibenzo-p-dioxin",15625,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,HGUFODBRKLSHSI-UHFFFAOYSA-N,0.114009206,0,<10,1,1,1,1
TOX-5151,acetarsol,(3-acetamido-4-hydroxyphenyl)arsonic acid,1985,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,ODFJOVXVLFUVNQ-UHFFFAOYSA-N,3.999970923,0,<10,1,1,1,1
TOX-9467,Ailanthone,"4,5,17-trihydroxy-14,18-dimethyl-6-methylidene-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadec-14-ene-9,16-dione",280688,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(=O)C(O)C5(C)C23)OC(=O)CC14,WBBVXGHSWZIJST-UHFFFAOYSA-N,9.799869823,0,<10,1,1,1,1
TOX-75454,,[(2-methyl-2-methylsulfanylpropylidene)amino] N-methyl-N-[methyl-[(2-methyl-2-methylsulfanylpropylidene)amino]oxycarbonylamino]sulfanylcarbamate,3040119,CSC(C)(C)C=NOC(=O)N(C)SN(C)C(=O)ON=CC(C)(C)SC,YVXLMMRCMBZVIO-UHFFFAOYSA-N,1.600050659,0,<10,1,1,1,1
TOX-17830,,"2-[3,4-dihydroxy-4,6-dimethyl-5-(methylamino)oxan-2-yl]oxy-4,6-dihydroxy-3-methyl-8-prop-1-enyl-5,6,6a,7-tetrahydropyrrolo[2,1-c][1,4]benzodiazepin-11-one",78409803,CC=CC1=CN2C(=O)c3cc(OC4OC(C)C(NC)C(C)(O)C4O)c(C)c(O)c3NC(O)C2C1,RAGFPHFDFVNLCG-UHFFFAOYSA-N,0.458959461,0,<10,1,1,1,1
TOX-35545,Carubicin,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-4,6,9,11-tetrahydroxy-8,10-dihydro-7H-tetracene-5,12-dione",430461,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,XREUEWVEMYWFFA-UHFFFAOYSA-N,7.262395594,0,<10,1,1,1,1
TOX-17818,,"21-chloro-15,16,33,33-tetramethyl-24-methylidene-10-prop-1-en-2-yl-7,11,32-trioxa-18-azadecacyclo[25.4.2.02,16.05,15.06,8.06,12.017,31.019,30.022,29.025,28]tritriaconta-17(31),19,21,29-tetraene-5,9,28-triol",4732,C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O,JDUWHZOLEDOQSR-UHFFFAOYSA-N,9.999795019,0,<10,1,1,1,1
TOX-17824,CYCLOCHLOROTINE,"17,18-dichloro-13-ethyl-3,10-bis(hydroxymethyl)-7-phenyl-1,4,8,11,14-pentazabicyclo[14.3.0]nonadecane-2,5,9,12,15-pentone",25565,CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(c2ccccc2)NC(=O)C(CO)NC1=O,PMBVHCCVEPYDSN-UHFFFAOYSA-N,6.549473663,0,<10,1,1,1,1
TOX-67452,,,6450774,Cn1cccc1/C=N/NC(=O)Nc1ccc(Cl)cc1,LWHXFWPFDLLQDQ-DHDCSXOGSA-N,0.079997976,0,<10,1,1,1,1
TOX-21151,Adigal,"[6-[4-hydroxy-6-[4-hydroxy-6-[[14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-3-yl]oxy-2-methyloxan-3-yl]oxy-2-methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl] acetate",407582,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,YFGQJKBUXPKSAW-UHFFFAOYSA-N,9.339730152,0,<10,1,1,1,1
TOX-67454,,,6450776,Cn1cccc1/C=N/NC(=O)Nc1ccc(Br)cc1,IXWWJOCFEJXPSN-DHDCSXOGSA-N,0.699982565,0,<10,1,1,1,1
TOX-9053,,"(4-chloro-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl) acetate",539772,CC(=O)OC1CCC2C3CCC4=C(Cl)C(=O)CCC4(C)C3CCC12C,XYGMEFJSKQEBTO-UHFFFAOYSA-N,2.779900965,0,<10,1,1,1,1
TOX-21936,,"dimethoxy-[(5-methyl-1,2-oxazol-3-yl)oxy]-sulfanylidene-lambda5-phosphane",205850,COP(=S)(OC)Oc1cc(C)on1,SYNNQIQTIKNLGT-UHFFFAOYSA-N,4.999999998,0,<10,1,1,1,1
TOX-21935,,"diethoxy-[(5-methyl-1,2-oxazol-3-yl)oxy]-sulfanylidene-lambda5-phosphane",205849,CCOP(=S)(OCC)Oc1cc(C)on1,FIOYGYKLPOJZBN-UHFFFAOYSA-N,4.999920393,0,<10,1,1,1,1
TOX-21934,,"diethyl (5-methyl-1,2-oxazol-3-yl) phosphate",205848,CCOP(=O)(OCC)Oc1cc(C)on1,QXHOQQFLPJYSRI-UHFFFAOYSA-N,4.999872436,0,<10,1,1,1,1
TOX-21933,,"diethoxy-(1,2-oxazol-3-yloxy)-sulfanylidene-lambda5-phosphane",205847,CCOP(=S)(OCC)Oc1ccon1,JMXKZIXDUCUBTJ-UHFFFAOYSA-N,5.000063232,0,<10,1,1,1,1
TOX-73277,Azoaldrin,"1,8,9,10,11,11-hexachloro-4,5-diazatetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene",19524,ClC1=C(Cl)C2(Cl)C3C4CC(N=N4)C3C1(Cl)C2(Cl)Cl,FYISZJZMDZHFEQ-UHFFFAOYSA-N,3.900106296,0,<10,1,1,1,1
TOX-21674,,"[6-[6-[[4,10-dihydroxy-5-methoxy-9,16-dimethyl-2-oxo-7-(2-oxoethyl)-1-oxacyclohexadeca-11,13-dien-6-yl]oxy]-4-(dimethylamino)-5-hydroxy-2-methyloxan-3-yl]oxy-4-hydroxy-2,4-dimethyloxan-3-yl] butanoate",73981762,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)O,JZVYPSLDMXOITF-UHFFFAOYSA-N,0.999945591,0,<10,1,1,1,1
TOX-2774,,"propan-2-yl 7-[3,5-dihydroxy-2-(3-hydroxy-5-phenylpentyl)cyclopentyl]hept-5-enoate",3890,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,GGXICVAJURFBLW-UHFFFAOYSA-N,0.049999884,0,<10,1,1,1,1
TOX-57988,,"12-hydroxy-14-[2-(hydroxymethyl)prop-2-enyl]-1,3,11,24,31,41,44-heptamethyl-2,6,10,15,19,25,29,34,38,43,47-undecaoxaundecacyclo[26.22.0.03,26.05,24.07,20.09,18.011,16.030,48.033,46.035,44.037,42]pentaconta-21,40-dien-39-one",2433,C=C(CO)CC1CC(O)C2(C)OC3CC4OC5CC6(C)OC7(C)CCC8OC9CC%10(C)OC%11C(C)=CC(=O)OC%11CC%10OC9CC(C)C8OC7CC6OC5(C)CC=CC4OC3CC2O1,BKMHDYJRAAJTAD-UHFFFAOYSA-N,0.519993045,0,<10,1,1,1,1
TOX-27699,Bromadiolone,3-[3-[4-(4-bromophenyl)phenyl]-3-hydroxy-1-phenylpropyl]-4-hydroxychromen-2-one,54680085,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,OWNRRUFOJXFKCU-UHFFFAOYSA-N,1.749953547,0,<10,1,1,1,1
TOX-16870,,diethoxyphosphoryl benzoate,23751,CCOP(=O)(OCC)OC(=O)c1ccccc1,SQJKCHIKTUDHOQ-UHFFFAOYSA-N,6.300000003,0,<10,1,1,1,1
TOX-30866,,"5-(6-aminopurin-9-yl)-3,4-dihydroxy-N-(2-hydroxyethyl)oxolane-2-carboxamide",53464002,Nc1ncnc2c1ncn2C1OC(C(=O)NCCO)C(O)C1O,YLPQAZPIFSHMAY-UHFFFAOYSA-N,4.999892072,0,<10,1,1,1,1
TOX-13764,,"6-(3-hydroxyprop-1-en-2-yl)-16,17-dimethoxy-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",4342730,C=C(CO)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,ZJMLELXRQUXRIU-UHFFFAOYSA-N,2.599860634,0,<10,1,1,1,1
TOX-4409,,"4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",5304,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,QMGVPVSNSZLJIA-UHFFFAOYSA-N,1.549374146,0,<10,1,1,1,1
TOX-14940,,"3-(4-hydroxy-6-methoxy-3-methyl-11-oxo-5,6,6a,7-tetrahydropyrrolo[2,1-c][1,4]benzodiazepin-8-yl)prop-2-enamide",3080642,COC1Nc2c(ccc(C)c2O)C(=O)N2C=C(C=CC(N)=O)CC12,YRMCBQLZVBXOSJ-UHFFFAOYSA-N,3.399938057,0,<10,1,1,1,1
TOX-46214,,"[10-formyl-5,14-dihydroxy-13-methyl-17-(6-oxopyran-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] 3-methylbut-2-enoate",49965,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,RIOSSPWEPWYRLD-UHFFFAOYSA-N,5.679817731,0,<10,1,1,1,1
TOX-17769,,"3-[6-(4,6-dimethyloct-2-en-2-yl)-5-methyl-3,6-dihydro-2H-pyran-2-yl]-4-hydroxy-1-methyl-5-(2,3,4,5-tetrahydroxycyclopentyl)pyridin-2-one",76172177,CCC(C)CC(C)C=C(C)C1OC(c2c(O)c(C3C(O)C(O)C(O)C3O)cn(C)c2=O)CC=C1C,UTZTYDYZCJIRLN-UHFFFAOYSA-N,4.999745742,0,<10,1,1,1,1
TOX-5559,GLYCOLONITRILE,2-hydroxyacetonitrile,7857,N#CCO,LTYRAPJYLUPLCI-UHFFFAOYSA-N,9.999649432,0,<10,1,1,1,1
TOX-36114,,diethoxy-pyridazin-3-yloxy-sulfanylidene-lambda5-phosphane,198294,CCOP(=S)(OCC)Oc1cccnn1,SGLMCPUWLVMFNI-UHFFFAOYSA-N,6.429896386,0,<10,1,1,1,1
TOX-35974,,"N-(2,6-dichloro-4-nitrophenyl)-2,6-dinitro-4-(trifluoromethyl)aniline",162723,O=[N+]([O-])c1cc(Cl)c(Nc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)c1,SQGXOOUNYDIOCU-UHFFFAOYSA-N,6.999920647,0,<10,1,1,1,1
TOX-17714,Quinomycin C,"N-[2,4,12,15,17,25-hexamethyl-11,24-bis(3-methylbutan-2-yl)-27-methylsulfanyl-3,6,10,13,16,19,23,26-octaoxo-20-(quinoxaline-2-carbonylamino)-9,22-dioxa-28-thia-2,5,12,15,18,25-hexazabicyclo[12.12.3]nonacosan-7-yl]quinoxaline-2-carboxamide",197124,CSC1SCC2C(=O)N(C)C(C(C)C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C,WNYOPINACXXCOV-UHFFFAOYSA-N,5.000056157,0,<10,1,1,1,1
TOX-72928,,"[3-[5-[5-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-16-yl] formate",71123,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,GZZJHPZDXZCDDA-UHFFFAOYSA-N,2.869790684,0,<10,1,1,1,1
TOX-10225,carbofuran,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",2566,CNC(=O)Oc1cccc2c1OC(C)(C)C2,DUEPRVBVGDRKAG-UHFFFAOYSA-N,1.999945764,0,<10,1,1,1,1
TOX-11543,Prothoate,2-diethoxyphosphinothioylsulfanyl-N-propan-2-ylacetamide,16774,CCOP(=S)(OCC)SCC(=O)NC(C)C,QTXHFDHVLBDJIO-UHFFFAOYSA-N,8.000812979,0,<10,1,1,1,1
TOX-72930,,"4-diethylphosphinothioyloxy-N,N-dimethylbenzenesulfonamide",201104,CCP(=S)(CC)Oc1ccc(S(=O)(=O)N(C)C)cc1,QSRCDJKIVXEKTI-UHFFFAOYSA-N,9.999875556,0,<10,1,1,1,1
TOX-14464,,"N-dimethoxyphosphinothioyl-1,3-dithian-2-imine",78853,COP(=S)(N=C1SCCCS1)OC,NLPUKQAMTATOSN-UHFFFAOYSA-N,7.098841233,0,<10,1,1,1,1
TOX-8964,Trimethylolpropane phosphite,"4-ethyl-2,6,7-trioxa-1-phosphabicyclo[2.2.2]octane",13210,CCC12COP(OC1)OC2,QRUSNTDXJQBKBI-UHFFFAOYSA-N,3.319897613,0,<10,1,1,1,1
