SMILES,Category
CCOc1ccccc1N1CCN(CCc2ccncc2)CC1,1
Cc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c(C)c1,0
CN1CCN(C)C1=S,1
O=Cc1c(O)ccc2ccccc12,0
CCN(CC)C(=S)SC(=O)N(C)C,1
C=CCNCC=C,1
CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,1
CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,1
CCOC(=O)c1sc2nc3cc(-c4ccccc4)sc3c(=O)n2c1C,0
O=C(/C=C/Cl)c1ccccc1,1
CCCCN(CCCC)CC(=O)NN,1
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1
C#CCn1c(=O)oc2ccccc21,1
C=CS(=O)(=O)COCS(=O)(=O)C=C,1
CC1=NN=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2C1)OCO3,1
COc1ccc(CCN2CCN(c3ccccc3C)CC2)cc1OC,1
Cc1cc(C)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,1
Cc1ccccc1-n1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1
CN1CCN(CN2C(=O)C(c3ccccc3)(c3ccccc3)NC2=S)CC1,1
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0
CCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0
Cc1cccc(N2C(=O)C[C@H](N3C(=O)CCC3=O)C2=O)c1,0
CC(C)OCC(O)COc1ccccc1,0
O=C1CC(c2ccc(OCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
Cc1ccccc1NCc1nnc(-n2c(CNc3ccccc3C)nc3ccccc3c2=O)s1,0
CCn1nc(C(C)(C)C)c2c1-c1ccccc1C2(O)c1ccc(C)cc1,1
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
Fc1ccc(-c2cc(-c3ccccc3)c3nncn3n2)cc1,0
CC1=CC(=O)C(C)=C(C)C1=O,1
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,1
O=C(/C=N/N1CC(CN2CCOCC2)OC1=O)c1ccc([N+](=O)[O-])o1,1
Cn1c2c(c3ccccc31)CCN[C@@H]2[C@H]1CCCCN1,1
CC(C)C(O)=S,0
COc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1OC,1
CCN(C)[C@@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1
CNC(=S)c1ccccc1,1
CCS[P@]1(=O)OC(C)(C)C[C@@]1(C)O,0
Cc1cc(=O)n(-c2ccc(OC(F)F)cc2)n1C,1
CC(O)(CC(=O)O)CC(=O)O,0
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,0
CCOC(=O)c1sc2nc3sc4c(c3c(=O)n2c1C)CCCC4,0
CN1CCCN(C)C1=S,1
CCCCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1
C[C@H]1CC[C@H]2CN(C3CCCCC3)C[C@H]2C1,1
COc1ccccc1N1CCN(CC(O)c2cccnc2)CC1,1
CC(C)(C)CCOP(C)(=O)F,1
CC(=O)N1C(=O)C(=O)c2ccccc21,0
Cc1csc2nc3c(cnn3C)c(=O)n12,1
CCc1ccc(C(=O)Cn2c(Br)nc3c2c(=O)n(C)c(=O)n3C)cc1,0
Nc1nc(-c2cc(Cl)ccc2Cl)nc(N)[n+]1[O-],0
O=c1cc(O)c1=O,1
c1ccc2c(N3CCOCC3)c3c(nc2c1)CCCCC3,1
COc1ccc(-c2csc(N3CC(=O)NC3=O)n2)cc1,1
CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
CCOC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1
O=C(CI)NCC(O)CNC(=O)CI,1
CC(=O)Oc1c(I)cc(I)cc1C(=O)Nc1ccc(Cl)cc1,0
N#CCCCNCCCC#N,1
CN1CCN(c2c3c(nc4ccccc24)CCCC3)CC1,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0
CNCCCN1c2ccc(O)cc2Sc2ccc(Cl)cc21,1
COc1ccccc1N1CCN(CCc2cccnc2)CC1,1
COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN1CCCC1,1
Brc1ccccc1N1CCN(CCc2ccncc2)CC1,1
CCCCC1C(=O)NN(c2ccccc2)C1=O,0
COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN(C)C,1
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,1
COc1ccc(CCN2CCN(c3ccccc3SC)CC2)cc1OC,1
CC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,1
COc1ccccc1N1CCN(CC(O)c2ccncc2)CC1,1
Cc1cc(-n2cnc3cc(Cl)ccc3c2=O)on1,1
CSc1ccc(-c2nc3ccccn3c2CN2CCN(CCO)CC2)cc1,1
CCOC(=O)[C@H]1CCOC1=O,0
O=C(OCCN1CCOCC1)C(c1ccccc1)c1ccccc1,0
CCCCn1c(-c2ccc(C)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,1
Nc1c2ccccc2nc2ccccc12,1
NC(=O)OC[C@@H]1CSC2(CCCCCCCCCCC2)S1,0
OC[C@@H](O)COc1cccc2cccnc12,0
CCCC[Hg]S[Hg]CCCC,1
CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,1
O.O.O.Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314.Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1
O=C1CC(c2ccccc2Cl)C(=O)N1C1CCCCC1,0
NC(=O)c1ccccc1C(N)=O,0
Cc1cc(=O)n(-c2ccc(S(=O)(=O)C(F)F)cc2)n1C,1
O=C(CCN1CCCCC1)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)CC1,1
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,0
COc1cc(COCCN2CCOCC2)cc(OC)c1OC,1
CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1,1
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O.O,0
Cc1cc(=O)n(-c2cccc(OC(F)F)c2)n1C,1
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc1,1
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,0
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2cccc3ccccc23)C1=O,1
O=C1C(=O)N(c2ccccc2)c2ccccc21,1
Cc1cc(C)n(-c2nc3ccccc3[nH]2)n1,0
CC[Hg]CC,1
CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,1
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
CNc1c(C(=O)N(C)C)c(-c2ccccc2)nc2ccccc12,1
O=C(O)CCNC(=O)c1cccnc1Cl,0
O=C1CN2CCO[Si](c3ccc(F)cc3)(OCC2)O1,1
Cc1cc(O)c(C)c(C)c1O,1
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(C)cc2)cc1,0
O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,1
CN1C(=O)C(=O)c2cc(Br)ccc21,0
O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(CN2CCOCC2)s1,0
O=C(c1c2c(nc3ccccc13)CCCCC2)N1CCOCC1,1
COc1ccc(CCN2CCN(c3cccc(C)c3C)CC2)cc1OC,1
COc1cc2c(cc1O)C[C@@H]1NCCc3cc(OC)c(OC)c-2c31,1
Cc1ccccc1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,0
CNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3,1
CC(C)OC(=O)C[C@@H]1NS(=O)(=O)c2ccccc21,1
CN1C(=O)CC[C@H]1c1cccnc1,0
CCSCC[C@H](N)C(=O)O,0
CC1(/C=C/c2ccccc2)NC(=O)N(CN2CCOCC2)C1=O,0
CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@@H]23,1
Fc1cccc(-n2cc3ccccc3n2)c1,0
CC(C)N1C(c2ccncc2)=NCC1c1ccccc1,1
CC(=O)OCCO,0
COC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0
S=c1[nH]nc(-c2ccccc2)s1,1
Cc1ccc(N2C(=O)/C(=C/c3ccc4ccccc4c3)NC2=S)cc1,0
CC(C)CC1=C(C(=O)c2ccoc2)C[C@@H](C)C1,1
OC(c1ccc(Cl)cc1)C1CCCCC1,0
C[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0
[C-]#N,1
C=C1C2CCC3CC2(CC3(C)O)C2OC(C)(C)OC2C2(O)C1CC(O)C2(C)C,1
COc1cc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc(OC)c1OC,1
COc1ccc(CN(CCN(C)C)c2nccc(C)n2)cc1,1
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](NC(=O)c1ccccc1)CC2,0
O=c1c2cn[nH]c2nc2scc(-c3ccccc3)n12,1
Cc1csc(-n2nc(C)cc2C)n1,1
COc1ccc2c(c1OC)C(=O)OC2[C@@H]1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)[O-],0
COc1ccc(CC(=O)OCCF)cc1,1
CCOC(=O)CC(=O)N1CCS[C@@H]1COc1ccccc1OC,0
COC(=O)[C@H]1[C@@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1
CC(C)C(=O)/C=C/Cl,1
CCCC1(CCC)CN(CC(C)N2C(=O)N(c3cccc(Cl)c3)CC2C)C1,1
CCCCC[Hg]S[Hg]CCCCC,1
CCOC(=O)C[N+](=O)[O-],0
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@@H]2C1,1
COc1cc2nnn(CCO)c2cc1[N+](=O)[O-],1
OCCCN(CCC(c1ccccc1)c1ccccc1)CCC(c1ccccc1)c1ccccc1,1
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1-c1ccccc1,1
COc1ccc(OC)c(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c1,0
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(O)cc2)C1=O,1
COc1cccc(C=O)c1O,1
CCCNC(=O)[C@@H](C)Nc1ccc(OCC)cc1,0
C/C=C1/C[N+]2(C)CC[C@@]34c5ccccc5N[C@]32[C@@H](O)C[C@@H]1[C@]4(CO)C(=O)OC,1
CCOP(=O)(OCC)O[P@@](=O)(OCC)O[P@](=O)(OCC)OP(=O)(OCC)OCC,1
CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
O=c1[nH]cc(Br)c(=O)[nH]1,0
O=C1/C(=C\c2cccc(F)c2)SC(=S)N1CN1CCCCC1,1
NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,1
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,0
COc1ccc(CCN2CCN(c3ccccc3Br)CC2)cc1OC,1
Cn1ncc2c(=O)n3ccsc3nc21,1
COc1ccc(CCNC(=O)NC(N)=O)cc1,0
COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c(OC)c1,0
Cc1cc(-n2cnc3ccc(Cl)cc3c2=O)on1,1
CCOC(=O)CSc1nnc(-c2ccccc2)s1,1
O=C1C[C@H](N2C(=O)CCC2=O)C(=O)N1c1ccccc1,0
Cc1cccc(OCC(=O)N2CC2)c1,0
COc1ccccc1N1CCN(CC(=O)c2cccnc2)CC1,1
Cc1ncc2c(=O)n(CCCN3CCN(c4nccs4)CC3)c(=S)n(-c3ccccc3)c2n1,0
COc1ccc(CCN2CCN(c3ccc(C)cc3C)CC2)cc1OC,1
COC(=O)[C@@]12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)C[C@H](C)[C@H]2O,1
O=C1/C(=C/c2cccc3ccccc23)NC(=S)N1c1ccc(Cl)cc1,0
c1ccc(-c2nncs2)cc1,1
Cc1ncc2c(=O)nc(SCCCN3CCN(c4cccc(Cl)c4)CC3)n(-c3ccccc3)c2n1,0
Nc1ccccc(Br)c1=O,1
CCCCOCC(O)COCCCC,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],1
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0
c1ccc(C2CCCCC2)cc1,1
O=c1c2cc(-c3ccccc3)sc2nc2scc(-c3ccc(Br)cc3)n12,0
COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,1
COc1cc2c(c(OC)c1O)-c1c(O)c(OC)cc3c1[C@H](CC2)N(C)CC3,1
CC(C)OC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
CCCC[C@@H]1C(=O)NC(=O)N(C2CCCCC2)C1=O,0
CC/[GeH]=N/O,0
Nc1cccc(=O)c(O)c1,1
CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O,1
N=C1NC(=O)/C(=C\C(=O)c2ccccc2)O1,1
COc1ccc2nc3c(c(N4CCN(c5ccccc5)CC4)c2c1)CCC3,1
C=CCN(CC(N)=O)c1ccccc1,1
OC(Cc1ccccc1)CN1CCN(c2ccccc2)CC1,1
Cc1cccc(N2CCN(CC(O)c3cccnc3)CC2)c1,1
CN(C)CCN(Cc1ccc(Cl)cc1)c1ncnc2ccccc12,1
CO/N=C(/C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,1
COc1cc(=O)oc(/C=C/C=C/C=C/C(C)=C/[C@]2(C)O[C@H](C)[C@](C)(O)[C@@H]2O)c1C,1
CCOC(=O)c1cc(C)c(N)c(C)c1,0
CC(=N\N)/C(=N/O)Nc1ccc(N(CCCl)CCCl)cc1,1
Cc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1,0
COc1cccc(N2CCN(CCc3ccc(OC)c(OC)c3)CC2)c1,1
CN(C)CCOC(=O)COc1ccc(Cl)cc1,0
CCOc1ccccc1N1C(=O)C2C3C=CC(C3)C2C1=O,0
CC(=O)N1N=C(c2ccc(NC(=O)C(F)(F)F)cc2)c2cc3c(cc2CC1C)OCO3,1
N#CC1(N2CCOCC2)CCCCC1,1
Cc1cc(=O)c2c(C)ccc(C)c2o1,0
COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,1
N=C(N)Nc1ccnc(NC(=N)N)n1,1
Cc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1C,0
CSc1nn2c(=O)c3sc4ccccc4c3nc2s1,0
O=C(c1c2c(nc3ccccc13)CCCC2)N1CCCCC1,1
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,0
CC(C)N(CC(=O)NN)C(C)C,1
CC(=O)CCC(C)C,0
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C2CCCCC2)cc1,0
CC(C)NC[C@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,1
CCC[C@@H](O)N(CN(CCCC(=O)O)C(=O)c1ccccc1)C1=NCCN1,1
O=C1CC(c2ccc(OCCCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0
Cc1cc(C(F)(F)C(F)F)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,1
Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1C1CCCCC1,1
S=c1c2cn[nH]c2nc2scc(-c3ccc(Cl)cc3)n12,1
CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,1
Cc1cc(-n2c(C)nc3cc(Cl)ccc3c2=O)on1,1
Cc1ccc(C(=O)/C=C/Cl)cc1,1
COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN1CCCCC1,1
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,0
COc1ccc(CCN2CCN(c3ccccc3NC(C)=O)CC2)cc1OC,1
NCCSS(=O)(=O)O,1
O=C1NC(=S)S/C1=C/c1ccccc1,1
CCOC(=O)c1sc2nc3c(sc4ccccc43)c(=O)n2c1C,0
CCO[Si](OCC)(OCC)C(C)N1CCCC1=O,0
CCOc1ccc(Cc2nc3cc(C(C)=O)ccc3n2CCN(CC)CC)cc1,1
O=C1c2ccccc2C(=O)C1(O)O,1
Cc1ccc(B2OCC3(CO2)COB(c2ccc(C)cc2)OC3)cc1,0
C=CC(=O)OCCCC,0
COc1cc2c3c(c1O)Oc1ccc(cc1)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CCN1C,0
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1OC,1
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@@H]2C1,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,0
Cc1cccc(N2C[C@@H](CO)OC2=O)c1,0
CCN(CCI)Cc1ccc(Cl)cc1,1
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,1
O=C1CC(c2ccc(Cl)cc2)C(=O)N1C1CCCCC1,0
CCCCCC1=CC2OC(C)(C)C3C=CC(C)=CC3C2C(O)=C1,1
CCN(CC)C(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1,0
Fc1ccc(-c2csc3nc4[nH]ncc4c(=S)n23)cc1,1
CCC(=O)Nc1ccc(C2=NN(C(=O)CC)C(C)Cc3cc4c(cc32)OCO4)cc1,1
NC(=O)c1ccc(C(N)=O)cc1,1
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCN(c2ccccc2)CC1,0
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,0
C[C@H]1CO[C@](C)(c2ccc(Cl)cc2)O1,0
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@@H](C[C@@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]7O)CC[C@@]6(C)[C@H]5CC[C@]43C)N2C1,1
Cc1cc(Nc2nc(C)ccc2S)nc(N)n1,1
O=C(O)c1ccccc1OP(=O)(O)O,1
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,1
O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,0
COC(C(F)(F)F)C(F)(F)F,0
O=C(O)CCCN(CN(CCO)C1=NCCN1)C(=O)c1ccccc1,1
NC(=O)OC[C@@H](O)COc1ccc2c(c1)CCCC2,0
CNC(=O)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1
