,TAID,Name,IUPAC Name,PubChem CID,SMILES,InChIKey,Toxicity Value,EPACategoryIndex,EPACategory
19,TOX-2275,tolmetin,2-[1-methyl-5-(4-methylbenzoyl)pyrrol-2-yl]acetic acid,5509,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N,299.9895062,2,50-500
20,TOX-2323,,"17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",5408,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,4999.462614,4,>2000
21,TOX-2341,chlorpromazine,"3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine",2726,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,500.042337,3,500-2000
22,TOX-2349,imipramine,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",3696,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,349.9812777,2,50-500
23,TOX-2360,BROMOBENZENE,bromobenzene,7961,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,2700.000003,4,>2000
24,TOX-2398,,"2,3,7,8-tetrachlorodibenzo-p-dioxin",15625,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,HGUFODBRKLSHSI-UHFFFAOYSA-N,0.004200339,0,<10
25,TOX-2426,ALLYL ALCOHOL,prop-2-en-1-ol,7858,C=CCO,XXROGKLTLUQVRX-UHFFFAOYSA-N,69.99999995,2,50-500
26,TOX-2429,alprenolol,1-(propan-2-ylamino)-3-(2-prop-2-enylphenoxy)propan-2-ol,2119,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,183.9970485,2,50-500
27,TOX-2597,Diethyltoluamide,"N,N-diethyl-3-methylbenzamide",4284,CCN(CC)C(=O)c1cccc(C)c1,MMOXZBCLCQITDF-UHFFFAOYSA-N,1799.962358,3,500-2000
28,TOX-2617,ebastine,4-(4-benzhydryloxypiperidin-1-yl)-1-(4-tert-butylphenyl)butan-1-one,3191,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,MJJALKDDGIKVBE-UHFFFAOYSA-N,4000.264013,4,>2000
29,TOX-2718,haloperidol,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,3559,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N,80.0061724,2,50-500
30,TOX-2968,propionic acid,propanoic acid,1032,CCC(=O)O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,1640.022139,3,500-2000
31,TOX-2974,pyridoxal phosphate,(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate,1051,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,NGVDGCNFYWLIFO-UHFFFAOYSA-N,2999.963587,4,>2000
32,TOX-3073,CARBON TETRACHLORIDE,tetrachloromethane,5943,ClC(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N,5999.102861,4,>2000
33,TOX-3146,toluene,toluene,1140,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,3999.956588,4,>2000
34,TOX-3151,,4-chlorophenol,4684,Oc1ccc(Cl)cc1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,499.9688857,2,50-500
35,TOX-3247,nicotinic acid,pyridine-3-carboxylic acid,938,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,4449.682947,4,>2000
36,TOX-3295,phenylbutazone,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",4781,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,VYMDGNCVAMGZFE-UHFFFAOYSA-N,700.0431291,3,500-2000
37,TOX-3309,indomethacin,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid,3715,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,8.000156508,0,<10
38,TOX-3957,pipemidic acid,"8-ethyl-5-oxo-2-piperazin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",4831,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,JOHZPMXAZQZXHR-UHFFFAOYSA-N,4999.967027,4,>2000
39,TOX-4004,CARBARYL,naphthalen-1-yl N-methylcarbamate,6129,CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N,509.9873276,3,500-2000
40,TOX-4287,fenthion,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-lambda5-phosphane,3346,COP(=S)(OC)Oc1ccc(SC)c(C)c1,PNVJTZOFSHSLTO-UHFFFAOYSA-N,104.9867965,2,50-500
41,TOX-4304,parathion,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,991,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,LCCNCVORNKJIRZ-UHFFFAOYSA-N,48.99915879,1,10-50
42,TOX-4353,ENDRIN,"3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene",3048,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,DFBKLUNHFCTMDC-UHFFFAOYSA-N,93.99679195,2,50-500
43,TOX-4375,FLUOROACETIC ACID,2-fluoroacetic acid,5237,O=C(O)CF,QEWYKACRFQMRMB-UHFFFAOYSA-N,0.109997181,0,<10
44,TOX-4406,HEXANAL,hexanal,6184,CCCCCC=O,JARKCYVAAOWBJS-UHFFFAOYSA-N,3699.963058,4,>2000
45,TOX-4461,,1-(4-aminophenyl)propan-1-one,6270,CCC(=O)c1ccc(N)cc1,FSWXOANXOQPCFF-UHFFFAOYSA-N,5.599887393,0,<10
46,TOX-4501,ACETONITRILE,acetonitrile,6342,CC#N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,1669.877963,3,500-2000
47,TOX-4506,formamide,formamide,713,NC=O,ZHNUHDYFZUAESO-UHFFFAOYSA-N,3150.000003,4,>2000
48,TOX-4519,Propylene oxide,2-methyloxirane,6378,CC1CO1,GOOHAUXETOMSMM-UHFFFAOYSA-N,440.0000002,2,50-500
49,TOX-4530,CHLORAL,"2,2,2-trichloroacetaldehyde",6407,O=CC(Cl)(Cl)Cl,HFFLGKNGCAIQMO-UHFFFAOYSA-N,709.9614622,3,500-2000
50,TOX-4593,Tri-o-tolyl phosphate,tris(2-methylphenyl) phosphate,6527,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,YSMRWXYRXBRSND-UHFFFAOYSA-N,400.0336617,2,50-500
51,TOX-4600,Tris(2-ethylhexyl) phosphate,tris(2-ethylhexyl) phosphate,6537,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,GTVWRXDRKAHEAD-UHFFFAOYSA-N,7599.265605,4,>2000
52,TOX-4635,ACRYLAMIDE,prop-2-enamide,6579,C=CC(N)=O,HRPVXLWXLXDGHG-UHFFFAOYSA-N,100.0014069,2,50-500
53,TOX-4664,Bisphenol A,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,6623,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,IISBACLAFKSPIT-UHFFFAOYSA-N,6499.971525,4,>2000
54,TOX-4669,Tetramine,"2lambda6,6lambda6-dithia-1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane 2,2,6,6-tetraoxide",64148,O=S1(=O)N2CN3CN1CN(C2)S3(=O)=O,AGGKEGLBGGJEBZ-UHFFFAOYSA-N,0.100014151,0,<10
55,TOX-4761,dibutyl phthalate,"dibutyl benzene-1,2-dicarboxylate",3026,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,4999.856293,4,>2000
56,TOX-4843,TRICHLOROISOCYANURIC ACID,"1,3,5-trichloro-1,3,5-triazinane-2,4,6-trione",6909,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,YRIZYWQGELRKNT-UHFFFAOYSA-N,750.0000005,3,500-2000
57,TOX-4846,,"2,4,6-trimethylaniline",6913,Cc1cc(C)c(N)c(C)c1,KWVPRPSXBZNOHS-UHFFFAOYSA-N,371.9999999,2,50-500
58,TOX-4847,,"2,4,6-trichlorophenol",6914,Oc1c(Cl)cc(Cl)cc1Cl,LINPIYWFGCPVIE-UHFFFAOYSA-N,453.8896319,2,50-500
59,TOX-4856,,4-nitro-3-(trifluoromethyl)phenol,6931,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,500.0072421,3,500-2000
60,TOX-4975,,3-[N-(2-hydroxyethyl)anilino]propanenitrile,113349,N#CCCN(CCO)c1ccccc1,WZJJWQVBLSPALW-UHFFFAOYSA-N,1799.943232,3,500-2000
61,TOX-5014,Fenoprop,"2-(2,4,5-trichlorophenoxy)propanoic acid",7158,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,ZLSWBLPERHFHIS-UHFFFAOYSA-N,649.9734702,3,500-2000
62,TOX-5016,,"2-(2,4,5-trichlorophenoxy)acetic acid",1480,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,SMYMJHWAQXWPDB-UHFFFAOYSA-N,500.0313128,3,500-2000
63,TOX-5082,o-Toluidine,2-methylaniline,7242,Cc1ccccc1N,RNVCVTLRINQCPJ-UHFFFAOYSA-N,1699.904812,3,500-2000
64,TOX-5085,,2-chlorophenol,7245,Oc1ccccc1Cl,ISPYQTSUDJAMAB-UHFFFAOYSA-N,439.9726193,2,50-500
65,TOX-5119,,"3-chloropropane-1,2-diol",7290,OCC(O)CCl,SSZWWUDQMAHNAQ-UHFFFAOYSA-N,81.99999997,2,50-500
66,TOX-5126,METHYL CHLOROACETATE,methyl 2-chloroacetate,7295,COC(=O)CCl,,239.991154,2,50-500
67,TOX-5133,,2-tert-butyl-4-(3-tert-butyl-4-hydroxy-5-methylphenyl)sulfanyl-6-methylphenol,7306,Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,YFHKLSPMRRWLKI-UHFFFAOYSA-N,6339.168926,4,>2000
68,TOX-5178,BENZOTRICHLORIDE,trichloromethylbenzene,7367,ClC(Cl)(Cl)c1ccccc1,XEMRAKSQROQPBR-UHFFFAOYSA-N,1300.159611,3,500-2000
69,TOX-5204,ACETOPHENONE,1-phenylethanone,7410,CC(=O)c1ccccc1,KWOLFJPFCHCOCG-UHFFFAOYSA-N,2699.977526,4,>2000
70,TOX-5205,Benzal chloride,dichloromethylbenzene,7411,ClC(Cl)c1ccccc1,CAHQGWAXKLQREW-UHFFFAOYSA-N,1399.991307,3,500-2000
71,TOX-5210,NITROBENZENE,nitrobenzene,7416,O=[N+]([O-])c1ccccc1,LQNUZADURLCDLV-UHFFFAOYSA-N,499.9959382,2,50-500
72,TOX-5239,,methyl 4-methylbenzoate,7455,COC(=O)c1ccc(C)cc1,QSSJZLPUHJDYKF-UHFFFAOYSA-N,3799.822874,4,>2000
73,TOX-5257,,4-nitrophenol,980,O=[N+]([O-])c1ccc(O)cc1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,247.0000002,2,50-500
74,TOX-5275,,4-ethenylpyridine,7502,C=Cc1ccncc1,KFDVPJUYSDEJTH-UHFFFAOYSA-N,215.9999998,2,50-500
75,TOX-5280,benzaldehyde,benzaldehyde,240,O=Cc1ccccc1,HUMNYLRZRPPJDN-UHFFFAOYSA-N,2019.923865,4,>2000
76,TOX-5291,,2-ethenylpyridine,7521,C=Cc1ccccn1,KGIGUEBEKRSTEW-UHFFFAOYSA-N,415.0,2,50-500
77,TOX-5294,,4-ethylmorpholine,7525,CCN1CCOCC1,HVCNXQOWACZAFN-UHFFFAOYSA-N,1199.937486,3,500-2000
78,TOX-5369,TRIBUTYLAMINE,"N,N-dibutylbutan-1-amine",7622,CCCCN(CCCC)CCCC,IMFACGCPASFAPR-UHFFFAOYSA-N,887.9760459,3,500-2000
79,TOX-5381,,bis(2-ethylhexyl) hexanedioate,7641,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,SAOKZLXYCUGLFA-UHFFFAOYSA-N,15001.05243,4,>2000
80,TOX-5446,,1-(chloromethyl)-4-methylbenzene,7722,Cc1ccc(CCl)cc1,DMHZDOTYAVHSEH-UHFFFAOYSA-N,1099.976531,3,500-2000
81,TOX-5554,ALLYLAMINE,prop-2-en-1-amine,7853,C=CCN,VVJKKWFAADXIJK-UHFFFAOYSA-N,78.2917717,2,50-500
82,TOX-5560,PROPARGYL ALCOHOL,prop-2-yn-1-ol,7859,C#CCO,TVDSBUOJIPERQY-UHFFFAOYSA-N,49.99643263,1,10-50
83,TOX-5589,,pentan-2-one,7895,CCCC(C)=O,XNLICIUVMPYHGG-UHFFFAOYSA-N,3699.828174,4,>2000
84,TOX-5605,Diisopropyl ether,2-propan-2-yloxypropane,7914,CC(C)OC(C)C,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,5999.588947,4,>2000
85,TOX-5651,CYCLOHEXANONE,cyclohexanone,7967,O=C1CCCCC1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,2999.847162,4,>2000
86,TOX-5655,,4-methylmorpholine,7972,CN1CCOCC1,SJRJJKPEHAURKC-UHFFFAOYSA-N,1917.018951,3,500-2000
87,TOX-5736,,2-(ethylamino)ethanol,8072,CCNCCO,MIJDSYMOBYNHOT-UHFFFAOYSA-N,1200.026926,3,500-2000
88,TOX-5742,,piperidine,8082,C1CCNCC1,NQRYJNQNLNOLGT-UHFFFAOYSA-N,22.4,1,10-50
89,TOX-5743,MORPHOLINE,morpholine,8083,C1COCCN1,YNAVUWVOSKDBBP-UHFFFAOYSA-N,1219.971993,3,500-2000
90,TOX-5760,sebacic acid,decanedioic acid,5192,O=C(O)CCCCCCCCC(=O)O,CXMXRPHRNRROMY-UHFFFAOYSA-N,11000.0,4,>2000
91,TOX-5774,,1-chloro-2-(2-chloroethoxy)ethane,8115,ClCCOCCCl,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,111.9976506,2,50-500
92,TOX-5789,,2-(butylamino)ethanol,8132,CCCCNCCO,LJDSTRZHPWMDPG-UHFFFAOYSA-N,7099.878836,4,>2000
93,TOX-5811,TRIETHYLENE GLYCOL,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,8172,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,8149.782917,4,>2000
94,TOX-5843,propoxur,(2-propan-2-yloxyphenyl) N-methylcarbamate,4944,CNC(=O)Oc1ccccc1OC(C)C,ISRUGXGCCGIOQO-UHFFFAOYSA-N,89.99784935,2,50-500
95,TOX-5992,,"2,4-dichlorophenol",8449,Oc1ccc(Cl)cc1Cl,HFZWRUODUSTPEG-UHFFFAOYSA-N,463.9914602,2,50-500
96,TOX-5995,CYCLOPENTANONE,cyclopentanone,8452,O=C1CCCC1,BGTOWKSIORTVQH-UHFFFAOYSA-N,2000.047551,4,>2000
97,TOX-6044,simazine,"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",5216,CCNc1nc(Cl)nc(NCC)n1,ODCWYMIRDDJXKW-UHFFFAOYSA-N,2013.990014,4,>2000
98,TOX-6045,,4-anilinophenol,31208,Oc1ccc(Nc2ccccc2)cc1,JTTMYKSFKOOQLP-UHFFFAOYSA-N,3299.893106,4,>2000
99,TOX-6046,Diphenylamine,N-phenylaniline,11487,c1ccc(Nc2ccccc2)cc1,DMBHHRLKUKUOEG-UHFFFAOYSA-N,3199.867635,4,>2000
100,TOX-6087,,"3-prop-2-enoxypropane-1,2-diol",78950,C=CCOCC(O)CO,PAKCOSURAUIXFG-UHFFFAOYSA-N,5000.037827,4,>2000
101,TOX-6089,Propionaldehyde,propanal,527,CCC=O,NBBJYMSMWIIQGU-UHFFFAOYSA-N,1400.0,3,500-2000
102,TOX-6101,PYRROLIDINE,pyrrolidine,31268,C1CCNC1,RWRDLPDLKQPQOW-UHFFFAOYSA-N,249.9894551,2,50-500
103,TOX-6107,Butyl acetate,butyl acetate,31272,CCCCOC(C)=O,DKPFZGUDAPQIHT-UHFFFAOYSA-N,4299.999998,4,>2000
104,TOX-6124,tetrakis(hydroxymethyl)phosphonium,tetrakis(hydroxymethyl)phosphanium,10544,OC[P+](CO)(CO)CO,FAUOSXUSCVJWAY-UHFFFAOYSA-N,399.9999996,2,50-500
105,TOX-6156,TRIBUTYL PHOSPHATE,tributyl phosphate,31357,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,1188.964283,3,500-2000
106,TOX-6167,,"2,2-dichloropropanoic acid",6418,CC(Cl)(Cl)C(=O)O,NDUPDOJHUQKPAG-UHFFFAOYSA-N,4000.02798,4,>2000
107,TOX-6206,Benz[cd]indol-2(1H)-one,1H-benzo[cd]indol-2-one,67222,O=C1Nc2cccc3cccc1c23,GPYLCFQEKPUWLD-UHFFFAOYSA-N,2699.95212,4,>2000
108,TOX-6311,,2-[methyl(octadec-9-enoyl)amino]ethanesulfonic acid,7349,CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,GXJQMKFJQFGQKV-UHFFFAOYSA-N,5189.627109,4,>2000
109,TOX-6352,,5-ethenyl-2-methylpyridine,8817,C=Cc1ccc(C)nc1,VJOWMORERYNYON-UHFFFAOYSA-N,1249.926574,3,500-2000
110,TOX-6378,MESITYL OXIDE,4-methylpent-3-en-2-one,8858,CC(=O)C=C(C)C,SHOJXDKTYKFBRD-UHFFFAOYSA-N,709.9638284,3,500-2000
111,TOX-6414,SODIUM CYANIDE,sodium;cyanide,8929,N#C[Na],MNWBNISUBARLIT-UHFFFAOYSA-N,7.99983677,0,<10
112,TOX-6461,,3-methoxyphenol,9007,COc1cccc(O)c1,ASHGTJPOSUFTGB-UHFFFAOYSA-N,597.0048098,3,500-2000
113,TOX-6565,imidazole,1H-imidazole,795,c1c[nH]cn1,RAXXELZNTBOGNW-UHFFFAOYSA-N,1000.014688,3,500-2000
114,TOX-6578,,dimethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,4130,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,RLBIQVVOMOPOHC-UHFFFAOYSA-N,56.99978351,2,50-500
115,TOX-6591,Crufomate,N-[(4-tert-butyl-2-chlorophenoxy)-methoxyphosphoryl]methanamine,9300,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,BOFHKBLZOYVHSI-UHFFFAOYSA-N,250.9956977,2,50-500
116,TOX-6595,naled,"(1,2-dibromo-2,2-dichloroethyl) dimethyl phosphate",4420,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,BUYMVQAILCEWRR-UHFFFAOYSA-N,429.9954831,2,50-500
117,TOX-6659,Mexacarbate,"[4-(dimethylamino)-3,5-dimethylphenyl] N-methylcarbamate",9414,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,YNEVBPNZHBAYOA-UHFFFAOYSA-N,19.9992802,1,10-50
118,TOX-7002,Thiirane,thiirane,9865,C1CS1,VOVUARRWDCVURC-UHFFFAOYSA-N,35.9994012,1,10-50
119,TOX-7037,,"6,8-dioxa-7lambda4-thia-14,24-diazahexacyclo[12.11.0.03,12.04,9.017,25.018,23]pentacosa-17(25),18,20,22-tetraene 7-oxide",120668,O=S1OCC2C(CCC3CN4CCc5c([nH]c6ccccc56)C4CC32)O1,LQYRZOSVKDSOFB-UHFFFAOYSA-N,1500.040269,3,500-2000
120,TOX-7038,,"18-chloro-19-methyl-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban",53461907,CC1C(Cl)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,JOLDHPNEHLCUSL-UHFFFAOYSA-N,1000.039528,3,500-2000
121,TOX-7039,Yohimbol,"1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-18-ol",278769,OC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1,YZHQOLWNBFSHQZ-UHFFFAOYSA-N,399.9811073,2,50-500
122,TOX-7217,Chlorfenvinphos,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",10107,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-UHFFFAOYSA-N,10.00075088,1,10-50
123,TOX-7390,Orcinol,"5-methylbenzene-1,3-diol",10436,Cc1cc(O)cc(O)c1,OIPPWFOQEKKFEE-UHFFFAOYSA-N,2400.019333,4,>2000
124,TOX-7524,,"19-(chloromethyl)-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-18-ol",78169771,OC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1CCl,GZFASIBQMJFPJC-UHFFFAOYSA-N,400.0162373,2,50-500
125,TOX-7527,Alloyohimbane,"1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban",278316,c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,JUPDIHMJFPDGMY-UHFFFAOYSA-N,299.983952,2,50-500
126,TOX-7528,,"18-fluoro-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban",53461908,FC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1,OXGSXWBEBGWSNW-UHFFFAOYSA-N,199.9966489,2,50-500
127,TOX-7758,,"19-methyl-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban",78169772,CC1CCCC2CN3CCc4c([nH]c5ccccc45)C3CC12,NAAXUJVMRKKKAH-UHFFFAOYSA-N,849.8787543,3,500-2000
128,TOX-7759,,"19-methyl-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-18-ol",77440659,CC1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,UDCOGXBNLMAMMD-UHFFFAOYSA-N,249.9669825,2,50-500
129,TOX-7791,,3-nitrophenol,11137,O=[N+]([O-])c1cccc(O)c1,RTZZCYNQPHTPPL-UHFFFAOYSA-N,250.0,2,50-500
130,TOX-7987,IODOBENZENE,iodobenzene,11575,Ic1ccccc1,SNHMUERNLJLMHN-UHFFFAOYSA-N,2000.000001,4,>2000
131,TOX-8063,,2-chloropropanoic acid,11734,CC(Cl)C(=O)O,GAWAYYRQGQZKCR-UHFFFAOYSA-N,214.9920754,2,50-500
132,TOX-8182,,ethyl N-methyl-N-nitrosocarbamate,12001,CCOC(=O)N(C)N=O,CAUBWLYZCDDYEF-UHFFFAOYSA-N,240.0018166,2,50-500
133,TOX-8327,,"6-methyl-1H-pyrimidine-2,4-dione",12283,Cc1cc(=O)[nH]c(=O)[nH]1,SHVCSCWHWMSGTE-UHFFFAOYSA-N,1999.920705,3,500-2000
134,TOX-8335,Adipic acid monoethyl ester,6-ethoxy-6-oxohexanoic acid,12295,CCOC(=O)CCCCC(=O)O,UZNLHJCCGYKCIL-UHFFFAOYSA-N,4099.858775,4,>2000
135,TOX-8436,Pentyl formate,pentyl formate,12529,CCCCCOC=O,DIQMPQMYFZXDAX-UHFFFAOYSA-N,6299.999999,4,>2000
136,TOX-8465,,4-propylphenol,12580,CCCc1ccc(O)cc1,KLSLBUSXWBJMEC-UHFFFAOYSA-N,539.9841408,3,500-2000
